date,county,diseases,diagnosis,species,disease_value
2016-04-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,1779
2016-04-01,Vihiga,Brucellosis,Clinically confirmed,Human,97
2016-04-01,Vihiga,Brucellosis,Lab confirmed,Human,226
2016-04-01,Wajir,Brucellosis,Clinically confirmed,Human,221
2016-04-01,Wajir,Brucellosis,Lab confirmed,Human,430
2016-04-01,West Pokot,Brucellosis,Clinically confirmed,Human,254
2016-04-01,West Pokot,Brucellosis,Lab confirmed,Human,1307
2016-05-01,Baringo,Brucellosis,Clinically confirmed,Human,167
2016-05-01,Baringo,Brucellosis,Lab confirmed,Human,225
2016-05-01,Bomet,Brucellosis,Clinically confirmed,Human,113
2016-05-01,Bomet,Brucellosis,Lab confirmed,Human,1000
2016-05-01,Bungoma,Brucellosis,Clinically confirmed,Human,384
2016-05-01,Bungoma,Brucellosis,Lab confirmed,Human,1877
2016-05-01,Busia,Brucellosis,Clinically confirmed,Human,116
2016-05-01,Busia,Brucellosis,Lab confirmed,Human,335
2016-05-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,306
2016-05-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,1094
2016-05-01,Embu,Brucellosis,Clinically confirmed,Human,42
2016-05-01,Garissa,Brucellosis,Clinically confirmed,Human,65
2016-05-01,Garissa,Brucellosis,Lab confirmed,Human,491
2016-05-01,Homa Bay,Brucellosis,Clinically confirmed,Human,128
2016-05-01,Homa Bay,Brucellosis,Lab confirmed,Human,581
2016-05-01,Isiolo,Brucellosis,Clinically confirmed,Human,56
2016-05-01,Isiolo,Brucellosis,Lab confirmed,Human,213
2016-05-01,Kajiado,Brucellosis,Clinically confirmed,Human,251
2016-05-01,Kajiado,Brucellosis,Lab confirmed,Human,1420
2016-05-01,Kakamega,Brucellosis,Clinically confirmed,Human,157
2016-05-01,Kakamega,Brucellosis,Lab confirmed,Human,808
2016-05-01,Kericho,Brucellosis,Clinically confirmed,Human,285
2016-05-01,Kericho,Brucellosis,Lab confirmed,Human,2264
2016-05-01,Kiambu,Brucellosis,Clinically confirmed,Human,72
2016-05-01,Kiambu,Brucellosis,Lab confirmed,Human,879
2016-05-01,Kilifi,Brucellosis,Clinically confirmed,Human,4
2016-05-01,Kilifi,Brucellosis,Lab confirmed,Human,7
2016-05-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,10
2016-05-01,Kirinyaga,Brucellosis,Lab confirmed,Human,7
2016-05-01,Kisii,Brucellosis,Clinically confirmed,Human,737
2016-05-01,Kisii,Brucellosis,Lab confirmed,Human,2003
2016-05-01,Kisumu,Brucellosis,Clinically confirmed,Human,34
2016-05-01,Kisumu,Brucellosis,Lab confirmed,Human,471
2016-05-01,Kitui,Brucellosis,Clinically confirmed,Human,102
2016-05-01,Kitui,Brucellosis,Lab confirmed,Human,449
2016-05-01,Kwale,Brucellosis,Clinically confirmed,Human,7
2016-05-01,Kwale,Brucellosis,Lab confirmed,Human,1
2016-05-01,Laikipia,Brucellosis,Clinically confirmed,Human,148
2016-05-01,Laikipia,Brucellosis,Lab confirmed,Human,362
2016-05-01,Lamu,Brucellosis,Clinically confirmed,Human,1
2016-05-01,Lamu,Brucellosis,Lab confirmed,Human,7
2016-05-01,Machakos,Brucellosis,Clinically confirmed,Human,161
2016-05-01,Machakos,Brucellosis,Lab confirmed,Human,536
2016-05-01,Makueni,Brucellosis,Clinically confirmed,Human,267
2016-05-01,Makueni,Brucellosis,Lab confirmed,Human,709
2016-05-01,Mandera,Brucellosis,Clinically confirmed,Human,29
2016-05-01,Mandera,Brucellosis,Lab confirmed,Human,163
2016-05-01,Marsabit,Brucellosis,Clinically confirmed,Human,164
2016-05-01,Marsabit,Brucellosis,Lab confirmed,Human,231
2016-05-01,Meru,Brucellosis,Clinically confirmed,Human,258
2016-05-01,Meru,Brucellosis,Lab confirmed,Human,627
2016-05-01,Migori,Brucellosis,Clinically confirmed,Human,158
2016-05-01,Migori,Brucellosis,Lab confirmed,Human,1087
2016-05-01,Mombasa,Brucellosis,Clinically confirmed,Human,21
2016-05-01,Mombasa,Brucellosis,Lab confirmed,Human,4
2016-05-01,Murang'a,Brucellosis,Clinically confirmed,Human,12
2016-05-01,Murang'a,Brucellosis,Lab confirmed,Human,135
2016-05-01,Nairobi,Brucellosis,Clinically confirmed,Human,375
2016-05-01,Nairobi,Brucellosis,Lab confirmed,Human,188
2016-05-01,Nakuru,Brucellosis,Clinically confirmed,Human,656
2016-05-01,Nakuru,Brucellosis,Lab confirmed,Human,2361
2016-05-01,Nandi,Brucellosis,Clinically confirmed,Human,609
2016-05-01,Nandi,Brucellosis,Lab confirmed,Human,1069
2016-05-01,Narok,Brucellosis,Clinically confirmed,Human,361
2016-05-01,Narok,Brucellosis,Lab confirmed,Human,748
2016-05-01,Nyamira,Brucellosis,Clinically confirmed,Human,278
2016-05-01,Nyamira,Brucellosis,Lab confirmed,Human,1407
2016-05-01,Nyandarua,Brucellosis,Clinically confirmed,Human,150
2016-05-01,Nyandarua,Brucellosis,Lab confirmed,Human,1153
2016-05-01,Nyeri,Brucellosis,Clinically confirmed,Human,11
2016-05-01,Nyeri,Brucellosis,Lab confirmed,Human,185
2016-05-01,Samburu,Brucellosis,Clinically confirmed,Human,151
2016-05-01,Samburu,Brucellosis,Lab confirmed,Human,58
2016-05-01,Siaya,Brucellosis,Clinically confirmed,Human,217
2016-05-01,Siaya,Brucellosis,Lab confirmed,Human,450
2016-05-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,4
2016-05-01,Taita Taveta,Brucellosis,Lab confirmed,Human,22
2016-05-01,Tana River,Brucellosis,Clinically confirmed,Human,28
2016-05-01,Tana River,Brucellosis,Lab confirmed,Human,52
2016-05-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,127
2016-05-01,Tharaka Nithi,Brucellosis,Lab confirmed,Human,469
2016-05-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,399
2016-05-01,Trans Nzoia,Brucellosis,Lab confirmed,Human,1364
2016-05-01,Turkana,Brucellosis,Clinically confirmed,Human,150
2016-05-01,Turkana,Brucellosis,Lab confirmed,Human,623
2016-05-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,483
2016-05-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,2018
2016-05-01,Vihiga,Brucellosis,Clinically confirmed,Human,85
2016-05-01,Vihiga,Brucellosis,Lab confirmed,Human,475
2016-05-01,Wajir,Brucellosis,Clinically confirmed,Human,151
2016-05-01,Wajir,Brucellosis,Lab confirmed,Human,697
2016-05-01,West Pokot,Brucellosis,Clinically confirmed,Human,357
2016-05-01,West Pokot,Brucellosis,Lab confirmed,Human,1479
2016-06-01,Baringo,Brucellosis,Clinically confirmed,Human,173
2016-06-01,Baringo,Brucellosis,Lab confirmed,Human,491
2016-06-01,Bomet,Brucellosis,Clinically confirmed,Human,174
2016-06-01,Bomet,Brucellosis,Lab confirmed,Human,964
2016-06-01,Bungoma,Brucellosis,Clinically confirmed,Human,318
2016-06-01,Bungoma,Brucellosis,Lab confirmed,Human,2125
2016-06-01,Busia,Brucellosis,Clinically confirmed,Human,90
2016-06-01,Busia,Brucellosis,Lab confirmed,Human,373
2016-06-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,371
2016-06-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,1243
2016-06-01,Embu,Brucellosis,Clinically confirmed,Human,40
2016-06-01,Embu,Brucellosis,Lab confirmed,Human,267
2016-06-01,Garissa,Brucellosis,Clinically confirmed,Human,96
2016-06-01,Garissa,Brucellosis,Lab confirmed,Human,823
2016-06-01,Homa Bay,Brucellosis,Clinically confirmed,Human,94
2016-06-01,Homa Bay,Brucellosis,Lab confirmed,Human,928
2016-06-01,Isiolo,Brucellosis,Clinically confirmed,Human,79
2016-06-01,Isiolo,Brucellosis,Lab confirmed,Human,293
2016-06-01,Kajiado,Brucellosis,Clinically confirmed,Human,327
2016-06-01,Kajiado,Brucellosis,Lab confirmed,Human,1588
2016-06-01,Kakamega,Brucellosis,Clinically confirmed,Human,143
2016-06-01,Kakamega,Brucellosis,Lab confirmed,Human,820
2016-06-01,Kericho,Brucellosis,Clinically confirmed,Human,365
2016-06-01,Kericho,Brucellosis,Lab confirmed,Human,1938
2016-06-01,Kiambu,Brucellosis,Clinically confirmed,Human,73
2016-06-01,Kiambu,Brucellosis,Lab confirmed,Human,1232
2016-06-01,Kilifi,Brucellosis,Clinically confirmed,Human,1
2016-06-01,Kilifi,Brucellosis,Lab confirmed,Human,6
2016-06-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,12
2016-06-01,Kirinyaga,Brucellosis,Lab confirmed,Human,265
2016-06-01,Kisii,Brucellosis,Clinically confirmed,Human,739
2016-06-01,Kisii,Brucellosis,Lab confirmed,Human,2903
2016-06-01,Kisumu,Brucellosis,Clinically confirmed,Human,54
2016-06-01,Kisumu,Brucellosis,Lab confirmed,Human,363
2016-06-01,Kitui,Brucellosis,Clinically confirmed,Human,94
2016-06-01,Kitui,Brucellosis,Lab confirmed,Human,399
2016-06-01,Kwale,Brucellosis,Clinically confirmed,Human,8
2016-06-01,Kwale,Brucellosis,Lab confirmed,Human,1
2016-06-01,Laikipia,Brucellosis,Clinically confirmed,Human,172
2016-06-01,Laikipia,Brucellosis,Lab confirmed,Human,640
2016-06-01,Lamu,Brucellosis,Clinically confirmed,Human,12
2016-06-01,Machakos,Brucellosis,Clinically confirmed,Human,265
2016-06-01,Machakos,Brucellosis,Lab confirmed,Human,693
2016-06-01,Makueni,Brucellosis,Clinically confirmed,Human,293
2016-06-01,Makueni,Brucellosis,Lab confirmed,Human,1048
2016-06-01,Mandera,Brucellosis,Clinically confirmed,Human,38
2016-06-01,Mandera,Brucellosis,Lab confirmed,Human,48
2016-06-01,Marsabit,Brucellosis,Clinically confirmed,Human,203
2016-06-01,Marsabit,Brucellosis,Lab confirmed,Human,289
2016-06-01,Meru,Brucellosis,Clinically confirmed,Human,56
2016-06-01,Meru,Brucellosis,Lab confirmed,Human,556
2016-06-01,Migori,Brucellosis,Clinically confirmed,Human,176
2016-06-01,Migori,Brucellosis,Lab confirmed,Human,624
2016-06-01,Mombasa,Brucellosis,Clinically confirmed,Human,17
2016-06-01,Mombasa,Brucellosis,Lab confirmed,Human,6
2016-06-01,Murang'a,Brucellosis,Clinically confirmed,Human,5
2016-06-01,Murang'a,Brucellosis,Lab confirmed,Human,85
2016-06-01,Nairobi,Brucellosis,Clinically confirmed,Human,374
2016-06-01,Nairobi,Brucellosis,Lab confirmed,Human,350
2016-06-01,Nakuru,Brucellosis,Clinically confirmed,Human,493
2016-06-01,Nakuru,Brucellosis,Lab confirmed,Human,2930
2016-06-01,Nandi,Brucellosis,Clinically confirmed,Human,1135
2016-06-01,Nandi,Brucellosis,Lab confirmed,Human,758
2016-06-01,Narok,Brucellosis,Clinically confirmed,Human,327
2016-06-01,Narok,Brucellosis,Lab confirmed,Human,903
2016-06-01,Nyamira,Brucellosis,Clinically confirmed,Human,235
2016-06-01,Nyamira,Brucellosis,Lab confirmed,Human,1422
2016-06-01,Nyandarua,Brucellosis,Clinically confirmed,Human,230
2016-06-01,Nyandarua,Brucellosis,Lab confirmed,Human,1382
2016-06-01,Nyeri,Brucellosis,Clinically confirmed,Human,10
2016-06-01,Nyeri,Brucellosis,Lab confirmed,Human,164
2016-06-01,Samburu,Brucellosis,Clinically confirmed,Human,61
2016-06-01,Samburu,Brucellosis,Lab confirmed,Human,266
2016-06-01,Siaya,Brucellosis,Clinically confirmed,Human,222
2016-06-01,Siaya,Brucellosis,Lab confirmed,Human,471
2016-06-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,7
2016-06-01,Taita Taveta,Brucellosis,Lab confirmed,Human,2
2016-06-01,Tana River,Brucellosis,Clinically confirmed,Human,22
2016-06-01,Tana River,Brucellosis,Lab confirmed,Human,49
2016-06-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,180
2016-06-01,Tharaka Nithi,Brucellosis,Lab confirmed,Human,616
2016-06-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,350
2016-06-01,Trans Nzoia,Brucellosis,Lab confirmed,Human,1695
2016-06-01,Turkana,Brucellosis,Clinically confirmed,Human,184
2016-06-01,Turkana,Brucellosis,Lab confirmed,Human,509
2016-06-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,622
2016-06-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,2136
2016-06-01,Vihiga,Brucellosis,Clinically confirmed,Human,108
2016-06-01,Vihiga,Brucellosis,Lab confirmed,Human,735
2016-06-01,Wajir,Brucellosis,Clinically confirmed,Human,176
2016-06-01,Wajir,Brucellosis,Lab confirmed,Human,718
2016-06-01,West Pokot,Brucellosis,Clinically confirmed,Human,368
2016-06-01,West Pokot,Brucellosis,Lab confirmed,Human,1831
2016-07-01,Baringo,Brucellosis,Clinically confirmed,Human,219
2016-07-01,Baringo,Brucellosis,Lab confirmed,Human,818
2016-07-01,Bomet,Brucellosis,Clinically confirmed,Human,172
2016-07-01,Bomet,Brucellosis,Lab confirmed,Human,1163
2016-07-01,Bungoma,Brucellosis,Clinically confirmed,Human,300
2016-07-01,Bungoma,Brucellosis,Lab confirmed,Human,1990
2016-07-01,Busia,Brucellosis,Clinically confirmed,Human,89
2016-07-01,Busia,Brucellosis,Lab confirmed,Human,536
2016-07-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,483
2016-07-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,1297
2016-07-01,Embu,Brucellosis,Clinically confirmed,Human,49
2016-07-01,Embu,Brucellosis,Lab confirmed,Human,339
2016-07-01,Garissa,Brucellosis,Clinically confirmed,Human,76
2016-07-01,Garissa,Brucellosis,Lab confirmed,Human,861
2016-07-01,Homa Bay,Brucellosis,Clinically confirmed,Human,322
2016-07-01,Homa Bay,Brucellosis,Lab confirmed,Human,1181
2016-07-01,Isiolo,Brucellosis,Clinically confirmed,Human,68
2016-07-01,Isiolo,Brucellosis,Lab confirmed,Human,319
2016-07-01,Kajiado,Brucellosis,Clinically confirmed,Human,382
2016-07-01,Kajiado,Brucellosis,Lab confirmed,Human,1695
2016-07-01,Kakamega,Brucellosis,Clinically confirmed,Human,136
2016-07-01,Kakamega,Brucellosis,Lab confirmed,Human,742
2016-07-01,Kericho,Brucellosis,Clinically confirmed,Human,260
2016-07-01,Kericho,Brucellosis,Lab confirmed,Human,1533
2016-07-01,Kiambu,Brucellosis,Clinically confirmed,Human,101
2016-07-01,Kiambu,Brucellosis,Lab confirmed,Human,1019
2016-07-01,Kilifi,Brucellosis,Clinically confirmed,Human,3
2016-07-01,Kilifi,Brucellosis,Lab confirmed,Human,5
2016-07-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,17
2016-07-01,Kirinyaga,Brucellosis,Lab confirmed,Human,440
2016-07-01,Kisii,Brucellosis,Clinically confirmed,Human,816
2016-07-01,Kisii,Brucellosis,Lab confirmed,Human,4230
2016-07-01,Kisumu,Brucellosis,Clinically confirmed,Human,39
2016-07-01,Kisumu,Brucellosis,Lab confirmed,Human,985
2016-07-01,Kitui,Brucellosis,Clinically confirmed,Human,122
2016-07-01,Kitui,Brucellosis,Lab confirmed,Human,587
2016-07-01,Kwale,Brucellosis,Clinically confirmed,Human,9
2016-07-01,Laikipia,Brucellosis,Clinically confirmed,Human,166
2016-07-01,Laikipia,Brucellosis,Lab confirmed,Human,255
2016-07-01,Lamu,Brucellosis,Clinically confirmed,Human,12
2016-07-01,Machakos,Brucellosis,Clinically confirmed,Human,238
2016-07-01,Machakos,Brucellosis,Lab confirmed,Human,780
2016-07-01,Makueni,Brucellosis,Clinically confirmed,Human,288
2016-07-01,Makueni,Brucellosis,Lab confirmed,Human,781
2016-07-01,Mandera,Brucellosis,Clinically confirmed,Human,111
2016-07-01,Mandera,Brucellosis,Lab confirmed,Human,51
2016-07-01,Marsabit,Brucellosis,Clinically confirmed,Human,235
2016-07-01,Marsabit,Brucellosis,Lab confirmed,Human,359
2016-07-01,Meru,Brucellosis,Clinically confirmed,Human,46
2016-07-01,Meru,Brucellosis,Lab confirmed,Human,334
2016-07-01,Migori,Brucellosis,Clinically confirmed,Human,185
2016-07-01,Migori,Brucellosis,Lab confirmed,Human,972
2016-07-01,Mombasa,Brucellosis,Clinically confirmed,Human,55
2016-07-01,Mombasa,Brucellosis,Lab confirmed,Human,16
2016-07-01,Murang'a,Brucellosis,Clinically confirmed,Human,8
2016-07-01,Murang'a,Brucellosis,Lab confirmed,Human,133
2016-07-01,Nairobi,Brucellosis,Clinically confirmed,Human,385
2016-07-01,Nairobi,Brucellosis,Lab confirmed,Human,190
2016-07-01,Nakuru,Brucellosis,Clinically confirmed,Human,533
2016-07-01,Nakuru,Brucellosis,Lab confirmed,Human,2654
2016-07-01,Nandi,Brucellosis,Clinically confirmed,Human,946
2016-07-01,Nandi,Brucellosis,Lab confirmed,Human,1991
2016-07-01,Narok,Brucellosis,Clinically confirmed,Human,340
2016-07-01,Narok,Brucellosis,Lab confirmed,Human,981
2016-07-01,Nyamira,Brucellosis,Clinically confirmed,Human,255
2016-07-01,Nyamira,Brucellosis,Lab confirmed,Human,1504
2016-07-01,Nyandarua,Brucellosis,Clinically confirmed,Human,245
2016-07-01,Nyandarua,Brucellosis,Lab confirmed,Human,1338
2016-07-01,Nyeri,Brucellosis,Clinically confirmed,Human,10
2016-07-01,Nyeri,Brucellosis,Lab confirmed,Human,161
2016-07-01,Samburu,Brucellosis,Clinically confirmed,Human,103
2016-07-01,Samburu,Brucellosis,Lab confirmed,Human,323
2016-07-01,Siaya,Brucellosis,Clinically confirmed,Human,136
2016-07-01,Siaya,Brucellosis,Lab confirmed,Human,334
2016-07-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,1
2016-07-01,Tana River,Brucellosis,Clinically confirmed,Human,19
2016-07-01,Tana River,Brucellosis,Lab confirmed,Human,52
2016-07-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,210
2016-07-01,Tharaka Nithi,Brucellosis,Lab confirmed,Human,603
2016-07-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,375
2016-07-01,Trans Nzoia,Brucellosis,Lab confirmed,Human,1773
2016-07-01,Turkana,Brucellosis,Clinically confirmed,Human,186
2016-07-01,Turkana,Brucellosis,Lab confirmed,Human,946
2016-07-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,695
2016-07-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,2275
2016-07-01,Vihiga,Brucellosis,Clinically confirmed,Human,76
2016-07-01,Vihiga,Brucellosis,Lab confirmed,Human,524
2016-07-01,Wajir,Brucellosis,Clinically confirmed,Human,176
2016-07-01,Wajir,Brucellosis,Lab confirmed,Human,914
2016-07-01,West Pokot,Brucellosis,Clinically confirmed,Human,354
2016-07-01,West Pokot,Brucellosis,Lab confirmed,Human,1652
2016-08-01,Baringo,Brucellosis,Clinically confirmed,Human,162
2016-08-01,Baringo,Brucellosis,Lab confirmed,Human,677
2016-08-01,Bomet,Brucellosis,Clinically confirmed,Human,178
2016-08-01,Bomet,Brucellosis,Lab confirmed,Human,1079
2016-08-01,Bungoma,Brucellosis,Clinically confirmed,Human,376
2016-08-01,Bungoma,Brucellosis,Lab confirmed,Human,1798
2016-08-01,Busia,Brucellosis,Clinically confirmed,Human,134
2016-08-01,Busia,Brucellosis,Lab confirmed,Human,327
2016-08-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,460
2016-08-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,1662
2016-08-01,Embu,Brucellosis,Clinically confirmed,Human,80
2016-08-01,Embu,Brucellosis,Lab confirmed,Human,281
2016-08-01,Garissa,Brucellosis,Clinically confirmed,Human,82
2016-08-01,Garissa,Brucellosis,Lab confirmed,Human,1018
2016-08-01,Homa Bay,Brucellosis,Clinically confirmed,Human,711
2016-08-01,Homa Bay,Brucellosis,Lab confirmed,Human,1380
2016-08-01,Isiolo,Brucellosis,Clinically confirmed,Human,73
2016-08-01,Isiolo,Brucellosis,Lab confirmed,Human,202
2016-08-01,Kajiado,Brucellosis,Clinically confirmed,Human,288
2016-08-01,Kajiado,Brucellosis,Lab confirmed,Human,1894
2016-08-01,Kakamega,Brucellosis,Clinically confirmed,Human,114
2016-08-01,Kakamega,Brucellosis,Lab confirmed,Human,712
2016-08-01,Kericho,Brucellosis,Clinically confirmed,Human,378
2016-08-01,Kericho,Brucellosis,Lab confirmed,Human,1553
2016-08-01,Kiambu,Brucellosis,Clinically confirmed,Human,119
2016-08-01,Kiambu,Brucellosis,Lab confirmed,Human,909
2016-08-01,Kilifi,Brucellosis,Clinically confirmed,Human,5
2016-08-01,Kilifi,Brucellosis,Lab confirmed,Human,10
2016-08-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,23
2016-08-01,Kirinyaga,Brucellosis,Lab confirmed,Human,466
2016-08-01,Kisii,Brucellosis,Clinically confirmed,Human,559
2016-08-01,Kisii,Brucellosis,Lab confirmed,Human,3025
2016-08-01,Kisumu,Brucellosis,Clinically confirmed,Human,39
2016-08-01,Kisumu,Brucellosis,Lab confirmed,Human,378
2016-08-01,Kitui,Brucellosis,Clinically confirmed,Human,140
2016-08-01,Kitui,Brucellosis,Lab confirmed,Human,588
2016-08-01,Kwale,Brucellosis,Clinically confirmed,Human,22
2016-08-01,Kwale,Brucellosis,Lab confirmed,Human,7
2016-08-01,Laikipia,Brucellosis,Clinically confirmed,Human,166
2016-08-01,Laikipia,Brucellosis,Lab confirmed,Human,800
2016-08-01,Lamu,Brucellosis,Clinically confirmed,Human,23
2016-08-01,Lamu,Brucellosis,Lab confirmed,Human,11
2016-08-01,Machakos,Brucellosis,Clinically confirmed,Human,222
2016-08-01,Machakos,Brucellosis,Lab confirmed,Human,750
2016-08-01,Makueni,Brucellosis,Clinically confirmed,Human,270
2016-08-01,Makueni,Brucellosis,Lab confirmed,Human,1470
2016-08-01,Mandera,Brucellosis,Clinically confirmed,Human,32
2016-08-01,Mandera,Brucellosis,Lab confirmed,Human,36
2016-08-01,Marsabit,Brucellosis,Clinically confirmed,Human,276
2016-08-01,Marsabit,Brucellosis,Lab confirmed,Human,395
2016-08-01,Meru,Brucellosis,Clinically confirmed,Human,87
2016-08-01,Meru,Brucellosis,Lab confirmed,Human,428
2016-08-01,Migori,Brucellosis,Clinically confirmed,Human,133
2016-08-01,Migori,Brucellosis,Lab confirmed,Human,1000
2016-08-01,Mombasa,Brucellosis,Clinically confirmed,Human,3
2016-08-01,Mombasa,Brucellosis,Lab confirmed,Human,11
2016-08-01,Murang'a,Brucellosis,Clinically confirmed,Human,8
2016-08-01,Murang'a,Brucellosis,Lab confirmed,Human,136
2016-08-01,Nairobi,Brucellosis,Clinically confirmed,Human,349
2016-08-01,Nairobi,Brucellosis,Lab confirmed,Human,316
2016-08-01,Nakuru,Brucellosis,Clinically confirmed,Human,518
2016-08-01,Nakuru,Brucellosis,Lab confirmed,Human,2478
2016-08-01,Nandi,Brucellosis,Clinically confirmed,Human,1251
2016-08-01,Nandi,Brucellosis,Lab confirmed,Human,2179
2016-08-01,Narok,Brucellosis,Clinically confirmed,Human,330
2016-08-01,Narok,Brucellosis,Lab confirmed,Human,785
2016-08-01,Nyamira,Brucellosis,Clinically confirmed,Human,232
2016-08-01,Nyamira,Brucellosis,Lab confirmed,Human,1492
2016-08-01,Nyandarua,Brucellosis,Clinically confirmed,Human,220
2016-08-01,Nyandarua,Brucellosis,Lab confirmed,Human,1067
2016-08-01,Nyeri,Brucellosis,Clinically confirmed,Human,9
2016-08-01,Nyeri,Brucellosis,Lab confirmed,Human,135
2016-08-01,Samburu,Brucellosis,Clinically confirmed,Human,129
2016-08-01,Samburu,Brucellosis,Lab confirmed,Human,513
2016-08-01,Siaya,Brucellosis,Clinically confirmed,Human,165
2016-08-01,Siaya,Brucellosis,Lab confirmed,Human,269
2016-08-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,14
2016-08-01,Taita Taveta,Brucellosis,Lab confirmed,Human,30
2016-08-01,Tana River,Brucellosis,Clinically confirmed,Human,13
2016-08-01,Tana River,Brucellosis,Lab confirmed,Human,62
2016-08-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,211
2016-08-01,Tharaka Nithi,Brucellosis,Lab confirmed,Human,583
2016-08-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,464
2016-08-01,Trans Nzoia,Brucellosis,Lab confirmed,Human,1797
2016-08-01,Turkana,Brucellosis,Clinically confirmed,Human,224
2016-08-01,Turkana,Brucellosis,Lab confirmed,Human,765
2016-08-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,656
2016-08-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,2461
2016-08-01,Vihiga,Brucellosis,Clinically confirmed,Human,117
2016-08-01,Vihiga,Brucellosis,Lab confirmed,Human,768
2016-08-01,Wajir,Brucellosis,Clinically confirmed,Human,250
2016-08-01,Wajir,Brucellosis,Lab confirmed,Human,1300
2016-08-01,West Pokot,Brucellosis,Clinically confirmed,Human,385
2016-08-01,West Pokot,Brucellosis,Lab confirmed,Human,2140
2016-09-01,Baringo,Brucellosis,Clinically confirmed,Human,419
2016-09-01,Baringo,Brucellosis,Lab confirmed,Human,603
2016-09-01,Bomet,Brucellosis,Clinically confirmed,Human,156
2016-09-01,Bomet,Brucellosis,Lab confirmed,Human,1224
2016-09-01,Bungoma,Brucellosis,Clinically confirmed,Human,364
2016-09-01,Bungoma,Brucellosis,Lab confirmed,Human,2046
2016-09-01,Busia,Brucellosis,Clinically confirmed,Human,108
2016-09-01,Busia,Brucellosis,Lab confirmed,Human,362
2016-09-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,456
2016-09-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,1651
2016-09-01,Embu,Brucellosis,Clinically confirmed,Human,59
2016-09-01,Embu,Brucellosis,Lab confirmed,Human,168
2016-09-01,Garissa,Brucellosis,Clinically confirmed,Human,67
2016-09-01,Garissa,Brucellosis,Lab confirmed,Human,1057
2016-09-01,Homa Bay,Brucellosis,Clinically confirmed,Human,498
2016-09-01,Homa Bay,Brucellosis,Lab confirmed,Human,1071
2016-09-01,Isiolo,Brucellosis,Clinically confirmed,Human,204
2016-09-01,Isiolo,Brucellosis,Lab confirmed,Human,147
2016-09-01,Kajiado,Brucellosis,Clinically confirmed,Human,267
2016-09-01,Kajiado,Brucellosis,Lab confirmed,Human,1711
2016-09-01,Kakamega,Brucellosis,Clinically confirmed,Human,102
2016-09-01,Kakamega,Brucellosis,Lab confirmed,Human,870
2016-09-01,Kericho,Brucellosis,Clinically confirmed,Human,408
2016-09-01,Kericho,Brucellosis,Lab confirmed,Human,2178
2016-09-01,Kiambu,Brucellosis,Clinically confirmed,Human,134
2016-09-01,Kiambu,Brucellosis,Lab confirmed,Human,816
2016-09-01,Kilifi,Brucellosis,Lab confirmed,Human,10
2016-09-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,15
2016-09-01,Kirinyaga,Brucellosis,Lab confirmed,Human,1037
2016-09-01,Kisii,Brucellosis,Clinically confirmed,Human,574
2016-09-01,Kisii,Brucellosis,Lab confirmed,Human,3153
2016-09-01,Kisumu,Brucellosis,Clinically confirmed,Human,133
2016-09-01,Kisumu,Brucellosis,Lab confirmed,Human,484
2016-09-01,Kitui,Brucellosis,Clinically confirmed,Human,111
2016-09-01,Kitui,Brucellosis,Lab confirmed,Human,726
2016-09-01,Kwale,Brucellosis,Clinically confirmed,Human,35
2016-09-01,Kwale,Brucellosis,Lab confirmed,Human,143
2016-09-01,Laikipia,Brucellosis,Clinically confirmed,Human,157
