date,county,diseases,diagnosis,species,disease_value
2020-12-01,Garissa,Brucellosis,Lab confirmed,Human,784
2020-12-01,Homa Bay,Brucellosis,Clinically confirmed,Human,124
2020-12-01,Homa Bay,Brucellosis,Lab confirmed,Human,933
2020-12-01,Isiolo,Brucellosis,Clinically confirmed,Human,115
2020-12-01,Isiolo,Rvf,Clinically confirmed,Human,5
2020-12-01,Isiolo,Brucellosis,Lab confirmed,Human,329
2020-12-01,Kajiado,Brucellosis,Clinically confirmed,Human,164
2020-12-01,Kajiado,Anthrax,Clinically confirmed,Human,1
2020-12-01,Kajiado,Brucellosis,Lab confirmed,Human,1586
2020-12-01,Kakamega,Brucellosis,Clinically confirmed,Human,86
2020-12-01,Kakamega,Anthrax,Clinically confirmed,Human,42
2020-12-01,Kakamega,Brucellosis,Lab confirmed,Human,555
2020-12-01,Kericho,Brucellosis,Clinically confirmed,Human,161
2020-12-01,Kericho,Brucellosis,Lab confirmed,Human,803
2020-12-01,Kiambu,Brucellosis,Clinically confirmed,Human,138
2020-12-01,Kiambu,Brucellosis,Lab confirmed,Human,411
2020-12-01,Kilifi,Brucellosis,Clinically confirmed,Human,15
2020-12-01,Kilifi,Brucellosis,Lab confirmed,Human,44
2020-12-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,19
2020-12-01,Kirinyaga,Brucellosis,Lab confirmed,Human,246
2020-12-01,Kisii,Brucellosis,Clinically confirmed,Human,359
2020-12-01,Kisii,Brucellosis,Lab confirmed,Human,1550
2020-12-01,Kisumu,Brucellosis,Clinically confirmed,Human,60
2020-12-01,Kisumu,Brucellosis,Lab confirmed,Human,541
2020-12-01,Kitui,Brucellosis,Clinically confirmed,Human,95
2020-12-01,Kitui,Brucellosis,Lab confirmed,Human,847
2020-12-01,Kwale,Brucellosis,Clinically confirmed,Human,15
2020-12-01,Kwale,Anthrax,Clinically confirmed,Human,3
2020-12-01,Laikipia,Brucellosis,Clinically confirmed,Human,114
2020-12-01,Laikipia,Anthrax,Clinically confirmed,Human,2
2020-12-01,Laikipia,Brucellosis,Lab confirmed,Human,271
2020-12-01,Lamu,Brucellosis,Lab confirmed,Human,2
2020-12-01,Machakos,Brucellosis,Clinically confirmed,Human,182
2020-12-01,Machakos,Brucellosis,Lab confirmed,Human,621
2020-12-01,Makueni,Brucellosis,Clinically confirmed,Human,29
2020-12-01,Makueni,Brucellosis,Lab confirmed,Human,212
2020-12-01,Mandera,Brucellosis,Clinically confirmed,Human,104
2020-12-01,Mandera,Anthrax,Clinically confirmed,Human,335
2020-12-01,Mandera,Brucellosis,Lab confirmed,Human,283
2020-12-01,Marsabit,Brucellosis,Clinically confirmed,Human,221
2020-12-01,Marsabit,Brucellosis,Lab confirmed,Human,475
2020-12-01,Meru,Brucellosis,Clinically confirmed,Human,46
2020-12-01,Meru,Brucellosis,Lab confirmed,Human,515
2020-12-01,Migori,Brucellosis,Clinically confirmed,Human,330
2020-12-01,Migori,Brucellosis,Lab confirmed,Human,1533
2020-12-01,Mombasa,Brucellosis,Clinically confirmed,Human,6
2020-12-01,Mombasa,Anthrax,Clinically confirmed,Human,3
2020-12-01,Mombasa,Brucellosis,Lab confirmed,Human,43
2020-12-01,Murang'a,Brucellosis,Clinically confirmed,Human,23
2020-12-01,Murang'a,Brucellosis,Lab confirmed,Human,101
2020-12-01,Nairobi,Brucellosis,Clinically confirmed,Human,268
2020-12-01,Nairobi,Anthrax,Clinically confirmed,Human,34
2020-12-01,Nairobi,Brucellosis,Lab confirmed,Human,684
2020-12-01,Nakuru,Brucellosis,Clinically confirmed,Human,723
2020-12-01,Nakuru,Brucellosis,Lab confirmed,Human,3373
2020-12-01,Nandi,Brucellosis,Clinically confirmed,Human,256
2020-12-01,Nandi,Brucellosis,Lab confirmed,Human,576
2020-12-01,Narok,Brucellosis,Clinically confirmed,Human,537
2020-12-01,Narok,Brucellosis,Lab confirmed,Human,946
2020-12-01,Nyamira,Brucellosis,Clinically confirmed,Human,109
2020-12-01,Nyamira,Brucellosis,Lab confirmed,Human,550
2020-12-01,Nyandarua,Brucellosis,Clinically confirmed,Human,78
2020-12-01,Nyandarua,Brucellosis,Lab confirmed,Human,343
2020-12-01,Nyeri,Brucellosis,Clinically confirmed,Human,10
2020-12-01,Nyeri,Rvf,Clinically confirmed,Human,82
2020-12-01,Nyeri,Anthrax,Clinically confirmed,Human,59
2020-12-01,Nyeri,Brucellosis,Lab confirmed,Human,95
2020-12-01,Samburu,Brucellosis,Clinically confirmed,Human,83
2020-12-01,Samburu,Brucellosis,Lab confirmed,Human,233
2020-12-01,Siaya,Brucellosis,Clinically confirmed,Human,48
2020-12-01,Siaya,Brucellosis,Lab confirmed,Human,244
2020-12-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,4
2020-12-01,Taita Taveta,Brucellosis,Lab confirmed,Human,81
2020-12-01,Tana River,Brucellosis,Clinically confirmed,Human,15
2020-12-01,Tana River,Brucellosis,Lab confirmed,Human,56
2020-12-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,93
2020-12-01,Tharaka Nithi,Anthrax,Clinically confirmed,Human,1
2020-12-01,Tharaka Nithi,Brucellosis,Lab confirmed,Human,623
2020-12-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,382
2020-12-01,Trans Nzoia,Brucellosis,Lab confirmed,Human,1475
2020-12-01,Turkana,Brucellosis,Clinically confirmed,Human,259
2020-12-01,Turkana,Rvf,Clinically confirmed,Human,52
2020-12-01,Turkana,Brucellosis,Lab confirmed,Human,1161
2020-12-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,307
2020-12-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,1170
2020-12-01,Vihiga,Brucellosis,Clinically confirmed,Human,36
2020-12-01,Vihiga,Brucellosis,Lab confirmed,Human,287
2020-12-01,Wajir,Brucellosis,Clinically confirmed,Human,21
2020-12-01,Wajir,Brucellosis,Lab confirmed,Human,233
2020-12-01,West Pokot,Brucellosis,Clinically confirmed,Human,404
2020-12-01,West Pokot,Anthrax,Clinically confirmed,Human,32
2020-12-01,West Pokot,Brucellosis,Lab confirmed,Human,2500
2019-01-01,Baringo,Brucellosis,Clinically confirmed,Human,421
2019-01-01,Baringo,Brucellosis,Lab confirmed,Human,1078
2019-01-01,Bomet,Brucellosis,Clinically confirmed,Human,163
2019-01-01,Bomet,Brucellosis,Lab confirmed,Human,1061
2019-01-01,Bungoma,Brucellosis,Clinically confirmed,Human,559
2019-01-01,Bungoma,Brucellosis,Lab confirmed,Human,2363
2019-01-01,Busia,Brucellosis,Clinically confirmed,Human,115
2019-01-01,Busia,Brucellosis,Lab confirmed,Human,460
2019-01-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,533
2019-01-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,1961
2019-01-01,Embu,Brucellosis,Clinically confirmed,Human,130
2019-01-01,Embu,Brucellosis,Lab confirmed,Human,283
2019-01-01,Garissa,Brucellosis,Clinically confirmed,Human,121
2019-01-01,Garissa,Brucellosis,Lab confirmed,Human,1186
2019-01-01,Homa Bay,Brucellosis,Clinically confirmed,Human,152
2019-01-01,Homa Bay,Brucellosis,Lab confirmed,Human,561
2019-01-01,Isiolo,Brucellosis,Clinically confirmed,Human,125
2019-01-01,Isiolo,Brucellosis,Lab confirmed,Human,214
2019-01-01,Kajiado,Brucellosis,Clinically confirmed,Human,216
2019-01-01,Kajiado,Brucellosis,Lab confirmed,Human,1094
2019-01-01,Kakamega,Brucellosis,Clinically confirmed,Human,254
2019-01-01,Kakamega,Brucellosis,Lab confirmed,Human,922
2019-01-01,Kericho,Brucellosis,Clinically confirmed,Human,427
2019-01-01,Kericho,Brucellosis,Lab confirmed,Human,2183
2019-01-01,Kiambu,Brucellosis,Clinically confirmed,Human,42
2019-01-01,Kiambu,Brucellosis,Lab confirmed,Human,1028
2019-01-01,Kilifi,Brucellosis,Lab confirmed,Human,223
2019-01-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,34
2019-01-01,Kirinyaga,Brucellosis,Lab confirmed,Human,117
2019-01-01,Kisii,Brucellosis,Clinically confirmed,Human,622
2019-01-01,Kisii,Brucellosis,Lab confirmed,Human,3066
2019-01-01,Kisumu,Brucellosis,Clinically confirmed,Human,83
2019-01-01,Kisumu,Brucellosis,Lab confirmed,Human,617
2019-01-01,Kitui,Brucellosis,Clinically confirmed,Human,206
2019-01-01,Kitui,Brucellosis,Lab confirmed,Human,1353
2019-01-01,Kwale,Brucellosis,Clinically confirmed,Human,40
2019-01-01,Kwale,Brucellosis,Lab confirmed,Human,103
2019-01-01,Laikipia,Brucellosis,Clinically confirmed,Human,193
2019-01-01,Laikipia,Brucellosis,Lab confirmed,Human,517
2019-01-01,Lamu,Brucellosis,Lab confirmed,Human,2
2019-01-01,Machakos,Brucellosis,Clinically confirmed,Human,198
2019-01-01,Machakos,Brucellosis,Lab confirmed,Human,978
2019-01-01,Makueni,Brucellosis,Clinically confirmed,Human,270
2019-01-01,Makueni,Brucellosis,Lab confirmed,Human,461
2019-01-01,Mandera,Brucellosis,Clinically confirmed,Human,114
2019-01-01,Mandera,Brucellosis,Lab confirmed,Human,363
2019-01-01,Marsabit,Brucellosis,Clinically confirmed,Human,253
2019-01-01,Marsabit,Brucellosis,Lab confirmed,Human,386
2019-01-01,Meru,Brucellosis,Clinically confirmed,Human,66
2019-01-01,Meru,Brucellosis,Lab confirmed,Human,606
2019-01-01,Migori,Brucellosis,Clinically confirmed,Human,283
2019-01-01,Migori,Brucellosis,Lab confirmed,Human,844
2019-01-01,Mombasa,Brucellosis,Clinically confirmed,Human,46
2019-01-01,Mombasa,Brucellosis,Lab confirmed,Human,116
2019-01-01,Murang'a,Brucellosis,Clinically confirmed,Human,17
2019-01-01,Murang'a,Brucellosis,Lab confirmed,Human,148
2019-01-01,Nairobi,Brucellosis,Clinically confirmed,Human,212
2019-01-01,Nairobi,Brucellosis,Lab confirmed,Human,1193
2019-01-01,Nakuru,Brucellosis,Clinically confirmed,Human,777
2019-01-01,Nakuru,Brucellosis,Lab confirmed,Human,3270
2019-01-01,Nandi,Brucellosis,Clinically confirmed,Human,1412
2019-01-01,Nandi,Brucellosis,Lab confirmed,Human,3762
2019-01-01,Narok,Brucellosis,Clinically confirmed,Human,575
2019-01-01,Narok,Brucellosis,Lab confirmed,Human,2087
2019-01-01,Nyamira,Brucellosis,Clinically confirmed,Human,198
2019-01-01,Nyamira,Brucellosis,Lab confirmed,Human,937
2019-01-01,Nyandarua,Brucellosis,Clinically confirmed,Human,115
2019-01-01,Nyandarua,Brucellosis,Lab confirmed,Human,898
2019-01-01,Nyeri,Brucellosis,Clinically confirmed,Human,1
2019-01-01,Nyeri,Brucellosis,Lab confirmed,Human,94
2019-01-01,Samburu,Brucellosis,Clinically confirmed,Human,89
2019-01-01,Samburu,Brucellosis,Lab confirmed,Human,241
2019-01-01,Siaya,Brucellosis,Clinically confirmed,Human,91
2019-01-01,Siaya,Brucellosis,Lab confirmed,Human,329
2019-01-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,53
2019-01-01,Taita Taveta,Brucellosis,Lab confirmed,Human,309
2019-01-01,Tana River,Brucellosis,Clinically confirmed,Human,22
2019-01-01,Tana River,Brucellosis,Lab confirmed,Human,45
2019-01-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,54
2019-01-01,Tharaka Nithi,Brucellosis,Lab confirmed,Human,455
2019-01-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,753
2019-01-01,Trans Nzoia,Brucellosis,Lab confirmed,Human,2144
2019-01-01,Turkana,Brucellosis,Clinically confirmed,Human,226
2019-01-01,Turkana,Brucellosis,Lab confirmed,Human,755
2019-01-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,714
2019-01-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,1827
2019-01-01,Vihiga,Brucellosis,Clinically confirmed,Human,169
2019-01-01,Vihiga,Brucellosis,Lab confirmed,Human,576
2019-01-01,Wajir,Brucellosis,Clinically confirmed,Human,40
2019-01-01,Wajir,Brucellosis,Lab confirmed,Human,413
2019-01-01,West Pokot,Brucellosis,Clinically confirmed,Human,514
2019-01-01,West Pokot,Brucellosis,Lab confirmed,Human,1909
2019-02-01,Baringo,Brucellosis,Clinically confirmed,Human,301
2019-02-01,Baringo,Brucellosis,Lab confirmed,Human,1048
2019-02-01,Bomet,Brucellosis,Clinically confirmed,Human,125
2019-02-01,Bomet,Brucellosis,Lab confirmed,Human,894
2019-02-01,Bungoma,Brucellosis,Clinically confirmed,Human,624
2019-02-01,Bungoma,Brucellosis,Lab confirmed,Human,2386
2019-02-01,Busia,Brucellosis,Clinically confirmed,Human,75
2019-02-01,Busia,Brucellosis,Lab confirmed,Human,580
2019-02-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,560
2019-02-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,1055
2019-02-01,Embu,Brucellosis,Clinically confirmed,Human,113
2019-02-01,Embu,Brucellosis,Lab confirmed,Human,195
2019-02-01,Garissa,Brucellosis,Clinically confirmed,Human,123
2019-02-01,Garissa,Brucellosis,Lab confirmed,Human,1313
2019-02-01,Homa Bay,Brucellosis,Clinically confirmed,Human,64
2019-02-01,Homa Bay,Brucellosis,Lab confirmed,Human,510
2019-02-01,Isiolo,Brucellosis,Clinically confirmed,Human,109
2019-02-01,Isiolo,Brucellosis,Lab confirmed,Human,294
2019-02-01,Kajiado,Brucellosis,Clinically confirmed,Human,130
2019-02-01,Kajiado,Brucellosis,Lab confirmed,Human,895
2019-02-01,Kakamega,Brucellosis,Clinically confirmed,Human,180
2019-02-01,Kakamega,Brucellosis,Lab confirmed,Human,989
2019-02-01,Kericho,Brucellosis,Clinically confirmed,Human,501
2019-02-01,Kericho,Brucellosis,Lab confirmed,Human,1890
2019-02-01,Kiambu,Brucellosis,Clinically confirmed,Human,30
2019-02-01,Kiambu,Brucellosis,Lab confirmed,Human,890
2019-02-01,Kilifi,Brucellosis,Lab confirmed,Human,52
2019-02-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,9
2019-02-01,Kirinyaga,Brucellosis,Lab confirmed,Human,82
2019-02-01,Kisii,Brucellosis,Clinically confirmed,Human,545
2019-02-01,Kisii,Brucellosis,Lab confirmed,Human,1754
2019-02-01,Kisumu,Brucellosis,Clinically confirmed,Human,39
2019-02-01,Kisumu,Brucellosis,Lab confirmed,Human,564
2019-02-01,Kitui,Brucellosis,Clinically confirmed,Human,292
2019-02-01,Kitui,Brucellosis,Lab confirmed,Human,1354
2019-02-01,Kwale,Brucellosis,Clinically confirmed,Human,1
2019-02-01,Kwale,Brucellosis,Lab confirmed,Human,36
2019-02-01,Laikipia,Brucellosis,Clinically confirmed,Human,102
2019-02-01,Laikipia,Brucellosis,Lab confirmed,Human,344
2019-02-01,Lamu,Brucellosis,Lab confirmed,Human,11
2019-02-01,Machakos,Brucellosis,Clinically confirmed,Human,190
2019-02-01,Machakos,Brucellosis,Lab confirmed,Human,661
2019-02-01,Makueni,Brucellosis,Clinically confirmed,Human,42.3
2019-02-01,Makueni,Brucellosis,Lab confirmed,Human,426
2019-02-01,Mandera,Brucellosis,Clinically confirmed,Human,133
2019-02-01,Mandera,Brucellosis,Lab confirmed,Human,429
2019-02-01,Marsabit,Brucellosis,Clinically confirmed,Human,258
2019-02-01,Marsabit,Brucellosis,Lab confirmed,Human,593
2019-02-01,Meru,Brucellosis,Clinically confirmed,Human,39
2019-02-01,Meru,Brucellosis,Lab confirmed,Human,625
2019-02-01,Migori,Brucellosis,Clinically confirmed,Human,329
2019-02-01,Migori,Brucellosis,Lab confirmed,Human,1156
2019-02-01,Mombasa,Brucellosis,Clinically confirmed,Human,14
2019-02-01,Mombasa,Brucellosis,Lab confirmed,Human,92
2019-02-01,Murang'a,Brucellosis,Clinically confirmed,Human,16
2019-02-01,Murang'a,Brucellosis,Lab confirmed,Human,85
2019-02-01,Nairobi,Brucellosis,Clinically confirmed,Human,283
2019-02-01,Nairobi,Brucellosis,Lab confirmed,Human,990
2019-02-01,Nakuru,Brucellosis,Clinically confirmed,Human,628
2019-02-01,Nakuru,Brucellosis,Lab confirmed,Human,3201
2019-02-01,Nandi,Brucellosis,Clinically confirmed,Human,1460
2019-02-01,Nandi,Brucellosis,Lab confirmed,Human,3926
2019-02-01,Narok,Brucellosis,Clinically confirmed,Human,797
2019-02-01,Narok,Brucellosis,Lab confirmed,Human,2133
2019-02-01,Nyamira,Brucellosis,Clinically confirmed,Human,149
2019-02-01,Nyamira,Brucellosis,Lab confirmed,Human,1034
2019-02-01,Nyandarua,Brucellosis,Clinically confirmed,Human,125
2019-02-01,Nyandarua,Brucellosis,Lab confirmed,Human,795
2019-02-01,Nyeri,Brucellosis,Clinically confirmed,Human,3
2019-02-01,Nyeri,Brucellosis,Lab confirmed,Human,107
2019-02-01,Samburu,Brucellosis,Clinically confirmed,Human,65
2019-02-01,Samburu,Brucellosis,Lab confirmed,Human,278
2019-02-01,Siaya,Brucellosis,Clinically confirmed,Human,253
2019-02-01,Siaya,Brucellosis,Lab confirmed,Human,334
2019-02-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,38
2019-02-01,Taita Taveta,Brucellosis,Lab confirmed,Human,181
2019-02-01,Tana River,Brucellosis,Clinically confirmed,Human,7
2019-02-01,Tana River,Brucellosis,Lab confirmed,Human,81
2019-02-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,49
2019-02-01,Tharaka Nithi,Brucellosis,Lab confirmed,Human,537
2019-02-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,540
2019-02-01,Trans Nzoia,Brucellosis,Lab confirmed,Human,1523
2019-02-01,Turkana,Brucellosis,Clinically confirmed,Human,183
2019-02-01,Turkana,Brucellosis,Lab confirmed,Human,1078
2019-02-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,669
2019-02-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,2136
2019-02-01,Vihiga,Brucellosis,Clinically confirmed,Human,103
2019-02-01,Vihiga,Brucellosis,Lab confirmed,Human,206
2019-02-01,Wajir,Brucellosis,Clinically confirmed,Human,49
2019-02-01,Wajir,Brucellosis,Lab confirmed,Human,281
2019-02-01,West Pokot,Brucellosis,Clinically confirmed,Human,387
2019-02-01,West Pokot,Brucellosis,Lab confirmed,Human,1339
2019-03-01,Baringo,Brucellosis,Clinically confirmed,Human,403
2019-03-01,Baringo,Brucellosis,Lab confirmed,Human,1224
2019-03-01,Bomet,Brucellosis,Clinically confirmed,Human,207
2019-03-01,Bomet,Brucellosis,Lab confirmed,Human,1019
2019-03-01,Bungoma,Brucellosis,Clinically confirmed,Human,721
2019-03-01,Bungoma,Brucellosis,Lab confirmed,Human,3175
2019-03-01,Busia,Brucellosis,Clinically confirmed,Human,129
2019-03-01,Busia,Brucellosis,Lab confirmed,Human,464
2019-03-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,589
2019-03-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,2136
2019-03-01,Embu,Brucellosis,Clinically confirmed,Human,122
2019-03-01,Embu,Brucellosis,Lab confirmed,Human,213
2019-03-01,Garissa,Brucellosis,Clinically confirmed,Human,137
2019-03-01,Garissa,Brucellosis,Lab confirmed,Human,1314
2019-03-01,Homa Bay,Brucellosis,Clinically confirmed,Human,79
2019-03-01,Homa Bay,Brucellosis,Lab confirmed,Human,472
2019-03-01,Isiolo,Brucellosis,Clinically confirmed,Human,149
2019-03-01,Isiolo,Brucellosis,Lab confirmed,Human,226
2019-03-01,Kajiado,Brucellosis,Clinically confirmed,Human,291
2019-03-01,Kajiado,Brucellosis,Lab confirmed,Human,1182
2019-03-01,Kakamega,Brucellosis,Clinically confirmed,Human,248
2019-03-01,Kakamega,Brucellosis,Lab confirmed,Human,1068
2019-03-01,Kericho,Brucellosis,Clinically confirmed,Human,633
2019-03-01,Kericho,Brucellosis,Lab confirmed,Human,2202
2019-03-01,Kiambu,Brucellosis,Clinically confirmed,Human,45
2019-03-01,Kiambu,Brucellosis,Lab confirmed,Human,837
2019-03-01,Kilifi,Brucellosis,Lab confirmed,Human,40
2019-03-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,10
2019-03-01,Kirinyaga,Brucellosis,Lab confirmed,Human,111
2019-03-01,Kisii,Brucellosis,Clinically confirmed,Human,638
2019-03-01,Kisii,Brucellosis,Lab confirmed,Human,3073
2019-03-01,Kisumu,Brucellosis,Clinically confirmed,Human,67
2019-03-01,Kisumu,Brucellosis,Lab confirmed,Human,762
2019-03-01,Kitui,Brucellosis,Clinically confirmed,Human,175
2019-03-01,Kitui,Brucellosis,Lab confirmed,Human,1362
2019-03-01,Kwale,Brucellosis,Clinically confirmed,Human,24
2019-03-01,Kwale,Brucellosis,Lab confirmed,Human,58
2019-03-01,Laikipia,Brucellosis,Clinically confirmed,Human,90
2019-03-01,Laikipia,Brucellosis,Lab confirmed,Human,380
2019-03-01,Machakos,Brucellosis,Clinically confirmed,Human,102
2019-03-01,Machakos,Brucellosis,Lab confirmed,Human,424
2019-03-01,Makueni,Brucellosis,Clinically confirmed,Human,32
2019-03-01,Makueni,Brucellosis,Lab confirmed,Human,314
2019-03-01,Mandera,Brucellosis,Clinically confirmed,Human,84
2019-03-01,Mandera,Brucellosis,Lab confirmed,Human,341
2019-03-01,Marsabit,Brucellosis,Clinically confirmed,Human,228
2019-03-01,Marsabit,Brucellosis,Lab confirmed,Human,472
2019-03-01,Meru,Brucellosis,Clinically confirmed,Human,31
2019-03-01,Meru,Brucellosis,Lab confirmed,Human,664
2019-03-01,Migori,Brucellosis,Clinically confirmed,Human,237
2019-03-01,Migori,Brucellosis,Lab confirmed,Human,1573
2019-03-01,Mombasa,Brucellosis,Clinically confirmed,Human,7
2019-03-01,Mombasa,Brucellosis,Lab confirmed,Human,57
2019-03-01,Murang'a,Brucellosis,Clinically confirmed,Human,11
2019-03-01,Murang'a,Brucellosis,Lab confirmed,Human,96
2019-03-01,Nairobi,Brucellosis,Clinically confirmed,Human,219
2019-03-01,Nairobi,Brucellosis,Lab confirmed,Human,943
2019-03-01,Nakuru,Brucellosis,Clinically confirmed,Human,744
2019-03-01,Nakuru,Brucellosis,Lab confirmed,Human,3670
2019-03-01,Nandi,Brucellosis,Clinically confirmed,Human,1640
2019-03-01,Nandi,Brucellosis,Lab confirmed,Human,4060
2019-03-01,Narok,Brucellosis,Clinically confirmed,Human,802
2019-03-01,Narok,Brucellosis,Lab confirmed,Human,2725
2019-03-01,Nyamira,Brucellosis,Clinically confirmed,Human,161
2019-03-01,Nyamira,Brucellosis,Lab confirmed,Human,1217
2019-03-01,Nyandarua,Brucellosis,Clinically confirmed,Human,160
2019-03-01,Nyandarua,Brucellosis,Lab confirmed,Human,812
2019-03-01,Nyeri,Brucellosis,Lab confirmed,Human,146
2019-03-01,Samburu,Brucellosis,Clinically confirmed,Human,89
2019-03-01,Samburu,Brucellosis,Lab confirmed,Human,530
2019-03-01,Siaya,Brucellosis,Clinically confirmed,Human,66
2019-03-01,Siaya,Brucellosis,Lab confirmed,Human,403
2019-03-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,15
2019-03-01,Taita Taveta,Brucellosis,Lab confirmed,Human,222
2019-03-01,Tana River,Brucellosis,Clinically confirmed,Human,20
2019-03-01,Tana River,Brucellosis,Lab confirmed,Human,44
2019-03-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,95
2019-03-01,Tharaka Nithi,Brucellosis,Lab confirmed,Human,637
2019-03-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,556
