periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 706_Brucella,Brucellosis
202209,September 2022,202209,,ob6SxuRcqU4,Nakuru County,KE_County_32,,1962,385
202209,September 2022,202209,,t0J75eHKxz5,Nandi County,KE_County_29,,808,472
202209,September 2022,202209,,kqJ83J2D72s,Narok County,KE_County_33,,1292,511
202209,September 2022,202209,,uepLTG8wGWJ,Nyamira County,KE_County_46,,638,116
202209,September 2022,202209,,mYZacFNIB3h,Nyandarua County,KE_County_18,,442,36
202209,September 2022,202209,,ptWVfaCIdVx,Nyeri County,KE_County_19,,119,10
202209,September 2022,202209,,o36zCRjSd4G,Samburu County,KE_County_25,,256,23
202209,September 2022,202209,,u4t9H8XyU9P,Siaya County,KE_County_41,,1052,62
202209,September 2022,202209,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,60,16
202209,September 2022,202209,,JsH2bnvNt2d,Tana River County,KE_County_4,,127,24
202209,September 2022,202209,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,450,83
202209,September 2022,202209,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1487,703
202209,September 2022,202209,,kphDeKClFch,Turkana County,KE_County_23,,884,190
202209,September 2022,202209,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1377,300
202209,September 2022,202209,,sANMZ3lpqGs,Vihiga County,KE_County_38,,201,31
202209,September 2022,202209,,CeLsrJOH0g9,Wajir County,KE_County_8,,309,41
202209,September 2022,202209,,XWALbfAPa6n,West Pokot County,KE_County_24,,2232,413
202210,October 2022,202210,,vvOK1BxTbet,Baringo County,KE_County_30,,1307,405
202210,October 2022,202210,,HMNARUV2CW4,Bomet County,KE_County_36,,191,49
202210,October 2022,202210,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,3456,827
202210,October 2022,202210,,Tvf1zgVZ0K4,Busia County,KE_County_40,,358,114
202210,October 2022,202210,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1548,515
202210,October 2022,202210,,PFu8alU2KWG,Embu County,KE_County_14,,337,79
202210,October 2022,202210,,uyOrcHZBpW0,Garissa County,KE_County_7,,660,45
202210,October 2022,202210,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,551,212
202210,October 2022,202210,,bzOfj0iwfDH,Isiolo County,KE_County_11,,374,104
202210,October 2022,202210,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,834,186
202210,October 2022,202210,,BjC1xL40gHo,Kakamega County,KE_County_37,,832,184
202210,October 2022,202210,,ihZsJ8alvtb,Kericho County,KE_County_35,,2670,641
202210,October 2022,202210,,qKzosKQPl6G,Kiambu County,KE_County_22,,299,71
202210,October 2022,202210,,nrI2khZx3d0,Kilifi County,KE_County_3,,112,15
202210,October 2022,202210,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,90,10
202210,October 2022,202210,,sPkRcDvhGWA,Kisii County,KE_County_45,,3514,712
202210,October 2022,202210,,tAbBVBbueqD,Kisumu County,KE_County_42,,756,97
202210,October 2022,202210,,j8o6iO4Njsi,Kitui County,KE_County_15,,369,90
202210,October 2022,202210,,N7YETT3A9r1,Kwale County,KE_County_2,,73,5
202210,October 2022,202210,,xuFdFy6t9AH,Laikipia County,KE_County_31,,365,65
202210,October 2022,202210,,NjWSbQTwys4,Lamu County,KE_County_5,,1,6
202210,October 2022,202210,,yhCUgGcCcOo,Machakos County,KE_County_16,,116,65
202210,October 2022,202210,,BoDytkJQ4Qi,Makueni County,KE_County_17,,159,39
202210,October 2022,202210,,R6f9znhg37c,Mandera County,KE_County_9,,752,54
202210,October 2022,202210,,Eey8fT4Im3y,Marsabit County,KE_County_10,,359,173
202210,October 2022,202210,,Y52XNJ50hYb,Meru County,KE_County_12,,134,118
202210,October 2022,202210,,fVra3Pwta0Q,Migori County,KE_County_44,,1152,423
202210,October 2022,202210,,wsBsC6gjHvn,Mombasa County,KE_County_1,,40,2
202210,October 2022,202210,,ahwTMNAJvrL,Muranga County,KE_County_21,,48,22
202210,October 2022,202210,,jkG3zaihdSs,Nairobi County,KE_County_47,,1274,139
202210,October 2022,202210,,ob6SxuRcqU4,Nakuru County,KE_County_32,,2184,503
202210,October 2022,202210,,t0J75eHKxz5,Nandi County,KE_County_29,,1086,532
202210,October 2022,202210,,kqJ83J2D72s,Narok County,KE_County_33,,1881,720
202210,October 2022,202210,,uepLTG8wGWJ,Nyamira County,KE_County_46,,712,187
202210,October 2022,202210,,mYZacFNIB3h,Nyandarua County,KE_County_18,,541,78
202210,October 2022,202210,,ptWVfaCIdVx,Nyeri County,KE_County_19,,116,14
202210,October 2022,202210,,o36zCRjSd4G,Samburu County,KE_County_25,,322,56
202210,October 2022,202210,,u4t9H8XyU9P,Siaya County,KE_County_41,,313,90
202210,October 2022,202210,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,70,26
202210,October 2022,202210,,JsH2bnvNt2d,Tana River County,KE_County_4,,96,48
202210,October 2022,202210,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,496,89
202210,October 2022,202210,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1851,473
202210,October 2022,202210,,kphDeKClFch,Turkana County,KE_County_23,,907,192
202210,October 2022,202210,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1563,412
202210,October 2022,202210,,sANMZ3lpqGs,Vihiga County,KE_County_38,,242,64
202210,October 2022,202210,,CeLsrJOH0g9,Wajir County,KE_County_8,,128,46
202210,October 2022,202210,,XWALbfAPa6n,West Pokot County,KE_County_24,,2318,456
202211,November 2022,202211,,vvOK1BxTbet,Baringo County,KE_County_30,,1375,466
202211,November 2022,202211,,HMNARUV2CW4,Bomet County,KE_County_36,,148,48
202211,November 2022,202211,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,3579,860
202211,November 2022,202211,,Tvf1zgVZ0K4,Busia County,KE_County_40,,487,158
202211,November 2022,202211,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1222,532
202211,November 2022,202211,,PFu8alU2KWG,Embu County,KE_County_14,,402,55
202211,November 2022,202211,,uyOrcHZBpW0,Garissa County,KE_County_7,,457,58
202211,November 2022,202211,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1029,218
202211,November 2022,202211,,bzOfj0iwfDH,Isiolo County,KE_County_11,,492,119
202211,November 2022,202211,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,758,197
202211,November 2022,202211,,BjC1xL40gHo,Kakamega County,KE_County_37,,645,100
202211,November 2022,202211,,ihZsJ8alvtb,Kericho County,KE_County_35,,2713,657
202211,November 2022,202211,,qKzosKQPl6G,Kiambu County,KE_County_22,,144,43
202211,November 2022,202211,,nrI2khZx3d0,Kilifi County,KE_County_3,,91,37
202211,November 2022,202211,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,165,4
202211,November 2022,202211,,sPkRcDvhGWA,Kisii County,KE_County_45,,3793,839
202211,November 2022,202211,,tAbBVBbueqD,Kisumu County,KE_County_42,,479,116
202211,November 2022,202211,,j8o6iO4Njsi,Kitui County,KE_County_15,,326,32
202211,November 2022,202211,,N7YETT3A9r1,Kwale County,KE_County_2,,0,17
202211,November 2022,202211,,xuFdFy6t9AH,Laikipia County,KE_County_31,,177,46
202211,November 2022,202211,,NjWSbQTwys4,Lamu County,KE_County_5,,,
202211,November 2022,202211,,yhCUgGcCcOo,Machakos County,KE_County_16,,106,30
202211,November 2022,202211,,BoDytkJQ4Qi,Makueni County,KE_County_17,,211,97
202211,November 2022,202211,,R6f9znhg37c,Mandera County,KE_County_9,,257,42
202211,November 2022,202211,,Eey8fT4Im3y,Marsabit County,KE_County_10,,738,156
202211,November 2022,202211,,Y52XNJ50hYb,Meru County,KE_County_12,,105,157
202211,November 2022,202211,,fVra3Pwta0Q,Migori County,KE_County_44,,1290,505
202211,November 2022,202211,,wsBsC6gjHvn,Mombasa County,KE_County_1,,150,3
202211,November 2022,202211,,ahwTMNAJvrL,Muranga County,KE_County_21,,67,6
202211,November 2022,202211,,jkG3zaihdSs,Nairobi County,KE_County_47,,1110,78
202211,November 2022,202211,,ob6SxuRcqU4,Nakuru County,KE_County_32,,2279,478
202211,November 2022,202211,,t0J75eHKxz5,Nandi County,KE_County_29,,1252,419
202211,November 2022,202211,,kqJ83J2D72s,Narok County,KE_County_33,,1941,743
202211,November 2022,202211,,uepLTG8wGWJ,Nyamira County,KE_County_46,,661,206
202211,November 2022,202211,,mYZacFNIB3h,Nyandarua County,KE_County_18,,600,45
202211,November 2022,202211,,ptWVfaCIdVx,Nyeri County,KE_County_19,,78,12
202211,November 2022,202211,,o36zCRjSd4G,Samburu County,KE_County_25,,160,33
202211,November 2022,202211,,u4t9H8XyU9P,Siaya County,KE_County_41,,409,77
202211,November 2022,202211,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,45,12
202211,November 2022,202211,,JsH2bnvNt2d,Tana River County,KE_County_4,,100,32
202211,November 2022,202211,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,414,47
202211,November 2022,202211,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1848,431
202211,November 2022,202211,,kphDeKClFch,Turkana County,KE_County_23,,897,211
202211,November 2022,202211,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1601,422
202211,November 2022,202211,,sANMZ3lpqGs,Vihiga County,KE_County_38,,210,29
202211,November 2022,202211,,CeLsrJOH0g9,Wajir County,KE_County_8,,311,60
202211,November 2022,202211,,XWALbfAPa6n,West Pokot County,KE_County_24,,2233,482
202212,December 2022,202212,,vvOK1BxTbet,Baringo County,KE_County_30,,1145,412
202212,December 2022,202212,,HMNARUV2CW4,Bomet County,KE_County_36,,161,41
202212,December 2022,202212,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2882,775
202212,December 2022,202212,,Tvf1zgVZ0K4,Busia County,KE_County_40,,463,62
202212,December 2022,202212,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1073,441
202212,December 2022,202212,,PFu8alU2KWG,Embu County,KE_County_14,,454,63
202212,December 2022,202212,,uyOrcHZBpW0,Garissa County,KE_County_7,,566,58
202212,December 2022,202212,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,695,250
202212,December 2022,202212,,bzOfj0iwfDH,Isiolo County,KE_County_11,,314,85
202212,December 2022,202212,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,702,144
202212,December 2022,202212,,BjC1xL40gHo,Kakamega County,KE_County_37,,655,118
202212,December 2022,202212,,ihZsJ8alvtb,Kericho County,KE_County_35,,2214,608
202212,December 2022,202212,,qKzosKQPl6G,Kiambu County,KE_County_22,,205,47
202212,December 2022,202212,,nrI2khZx3d0,Kilifi County,KE_County_3,,69,14
202212,December 2022,202212,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,59,5
202212,December 2022,202212,,sPkRcDvhGWA,Kisii County,KE_County_45,,2726,741
202212,December 2022,202212,,tAbBVBbueqD,Kisumu County,KE_County_42,,559,127
202212,December 2022,202212,,j8o6iO4Njsi,Kitui County,KE_County_15,,375,109
202212,December 2022,202212,,N7YETT3A9r1,Kwale County,KE_County_2,,33,15
202212,December 2022,202212,,xuFdFy6t9AH,Laikipia County,KE_County_31,,80,21
202212,December 2022,202212,,NjWSbQTwys4,Lamu County,KE_County_5,,0,1
202212,December 2022,202212,,yhCUgGcCcOo,Machakos County,KE_County_16,,98,62
202212,December 2022,202212,,BoDytkJQ4Qi,Makueni County,KE_County_17,,192,32
202212,December 2022,202212,,R6f9znhg37c,Mandera County,KE_County_9,,218,32
202212,December 2022,202212,,Eey8fT4Im3y,Marsabit County,KE_County_10,,389,150
202212,December 2022,202212,,Y52XNJ50hYb,Meru County,KE_County_12,,80,60
202212,December 2022,202212,,fVra3Pwta0Q,Migori County,KE_County_44,,1189,496
202212,December 2022,202212,,wsBsC6gjHvn,Mombasa County,KE_County_1,,43,
202212,December 2022,202212,,ahwTMNAJvrL,Muranga County,KE_County_21,,61,7
202212,December 2022,202212,,jkG3zaihdSs,Nairobi County,KE_County_47,,945,119
202212,December 2022,202212,,ob6SxuRcqU4,Nakuru County,KE_County_32,,2184,426
202212,December 2022,202212,,t0J75eHKxz5,Nandi County,KE_County_29,,797,305
202212,December 2022,202212,,kqJ83J2D72s,Narok County,KE_County_33,,1696,591
202212,December 2022,202212,,uepLTG8wGWJ,Nyamira County,KE_County_46,,681,160
202212,December 2022,202212,,mYZacFNIB3h,Nyandarua County,KE_County_18,,533,51
202212,December 2022,202212,,ptWVfaCIdVx,Nyeri County,KE_County_19,,102,2
202212,December 2022,202212,,o36zCRjSd4G,Samburu County,KE_County_25,,97,34
202212,December 2022,202212,,u4t9H8XyU9P,Siaya County,KE_County_41,,392,101
202212,December 2022,202212,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,61,8
202212,December 2022,202212,,JsH2bnvNt2d,Tana River County,KE_County_4,,70,13
202212,December 2022,202212,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,464,34
202212,December 2022,202212,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1811,394
202212,December 2022,202212,,kphDeKClFch,Turkana County,KE_County_23,,786,227
202212,December 2022,202212,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1175,346
202212,December 2022,202212,,sANMZ3lpqGs,Vihiga County,KE_County_38,,231,36
202212,December 2022,202212,,CeLsrJOH0g9,Wajir County,KE_County_8,,205,32
202212,December 2022,202212,,XWALbfAPa6n,West Pokot County,KE_County_24,,1888,400
